,title,genres,genres_list,release_date,budget,revenue,tmdbid,imdbid,runtime,vote_average,vote_count,keywords,keywords_list
7173,The Thief of Bagdad ( 1924 ),Action|Adventure|Drama|Family|Fantasy,"['Action', 'Adventure', 'Drama', 'Family', 'Fantasy']",1924-03-18,1135654,1213880,28963,28963,149.0,7.4,37,male nudity|treasure|magic|palace|flying carpet|bagdad|rope|princess|thief|suitor|disguise|apple,"['male nudity', 'treasure', 'magic', 'palace', 'flying carpet', 'bagdad', 'rope', 'princess', 'thief', 'suitor', 'disguise', 'apple']"
7179,King Solomon's Mines ( 1985 ),Action|Adventure|Comedy,"['Action', 'Adventure', 'Comedy']",1985-03-20,12500000,238227,9838,9838,100.0,5.0,101,africa|riddle|treasure|adventure|treasure hunt|disappearance|archaeologist|archeology |allan quatermain,"['africa', 'riddle', 'treasure', 'adventure', 'treasure hunt', 'disappearance', 'archaeologist', 'archeology\xa0', 'allan quatermain']"
7181,Raw Deal ( 1986 ),Action|Crime|Thriller,"['Action', 'Crime', 'Thriller']",1986-06-06,8500000,16209459,2099,2099,106.0,5.5,159,chicago|fbi|mafia boss|gangster|bomb attack,"['chicago', 'fbi', 'mafia boss', 'gangster', 'bomb attack']"
7186,Against the Ropes ( 2004 ),Romance|Drama,"['Romance', 'Drama']",2004-02-20,39000000,6614280,8842,8842,106.0,4.5,32,biography|sport,"['biography', 'sport']"
7187,Confessions of a Teenage Drama Queen ( 2004 ),Comedy,['Comedy'],2004-02-17,15000000,29331068,11132,11132,89.0,5.1,228,rock star|spotlight|high school|party|rivalry|woman director|boys,"['rock star', 'spotlight', 'high school', 'party', 'rivalry', 'woman director', 'boys']"
7188,EuroTrip ( 2004 ),Comedy,['Comedy'],2004-02-20,25000000,20796847,9352,9352,93.0,6.5,673,paris|berlin|alcohol|sex|nudity|adventure|pen pals|travel|nudism|marijuana|teenager|duringcreditsstinger,"['paris', 'berlin', 'alcohol', 'sex', 'nudity', 'adventure', 'pen pals', 'travel', 'nudism', 'marijuana', 'teenager', 'duringcreditsstinger']"
7189,The Passion of the Christ ( 2004 ),Drama,['Drama'],2004-02-25,30000000,611899420,615,615,127.0,6.9,888,christianity|jewry|roman empire|jesus christ|suffering|apostle|last supper|roman|bible|mission|torture,"['christianity', 'jewry', 'roman empire', 'jesus christ', 'suffering', 'apostle', 'last supper', 'roman', 'bible', 'mission', 'torture']"
7190,Club Dread ( 2004 ),Comedy|Horror,"['Comedy', 'Horror']",2004-02-27,8500000,5001655,11217,11217,104.0,5.1,107,island|machete|beautiful woman|serial killer|murder hunt,"['island', 'machete', 'beautiful woman', 'serial killer', 'murder hunt']"
7191,Dirty Dancing: Havana Nights ( 2004 ),Drama|Romance,"['Drama', 'Romance']",2004-02-27,25000000,27685016,10677,10677,86.0,6.0,154,dance|reicher amerikaner|cuban revolution|little boy|falling in love,"['dance', 'reicher amerikaner', 'cuban revolution', 'little boy', 'falling in love']"
7192,Twisted ( 2004 ),Action|Adventure|Crime|Drama|Thriller,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",2004-02-27,50000000,25195000,13572,13572,97.0,5.3,127,,[]
7194,"Good bye, Lenin! ( 2003 )",Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",2003-02-09,4800000,79384880,338,338,121.0,7.4,602,bureaucracy|berlin wall|police state|coma|loss of mother|wife husband relationship|patriotism|german democratic republic|socialism|news broadcast|loss of father|lenin|single| |filmes contra o comunismo,"['bureaucracy', 'berlin wall', 'police state', 'coma', 'loss of mother', 'wife husband relationship', 'patriotism', 'german democratic republic', 'socialism', 'news broadcast', 'loss of father', 'lenin', 'single', '\xa0', 'filmes contra o comunismo']"
7195,Hidalgo ( 2004 ),Western|Adventure,"['Western', 'Adventure']",2004-03-05,100000000,108103450,2023,2023,136.0,6.5,321,horse race|horse|racehorse,"['horse race', 'horse', 'racehorse']"
7196,Starsky & Hutch ( 2004 ),Comedy|Crime,"['Comedy', 'Crime']",2004-03-05,60000000,170268750,9384,9384,101.0,5.6,661,informant|jumping from a rooftop|surveillance footage,"['informant', 'jumping from a rooftop', 'surveillance footage']"
7216,Agent Cody Banks 2: Destination London ( 2004 ),Comedy,['Comedy'],2004-06-24,26000000,28818995,17047,17047,100.0,5.2,145,london england|cia|teenage hero|teen spy|cia agent,"['london england', 'cia', 'teenage hero', 'teen spy', 'cia agent']"
7217,The Girl Next Door ( 2004 ),Comedy,['Comedy'],2004-04-09,25000000,30411183,10591,10591,108.0,6.3,844,porn actor|pornographic video|high school|school party|blonde|girl next door,"['porn actor', 'pornographic video', 'high school', 'school party', 'blonde', 'girl next door']"
7218,Secret Window ( 2004 ),Thriller|Mystery,"['Thriller', 'Mystery']",2004-03-12,40000000,92913171,1586,1586,96.0,6.4,1007,alcohol|adultery|detective|mississippi|jealousy|isolation|paranoia|motel|window|nightmare|letter|ax|notebook|police|murder|mystery|arson|writer|divorce,"['alcohol', 'adultery', 'detective', 'mississippi', 'jealousy', 'isolation', 'paranoia', 'motel', 'window', 'nightmare', 'letter', 'ax', 'notebook', 'police', 'murder', 'mystery', 'arson', 'writer', 'divorce']"
7219,Spartan ( 2004 ),Mystery|Action|Drama|Thriller|Crime,"['Mystery', 'Action', 'Drama', 'Thriller', 'Crime']",2004-03-12,19250000,8112712,11169,11169,102.0,6.3,104,secret agent|politics|dubai|illegal prostitution,"['secret agent', 'politics', 'dubai', 'illegal prostitution']"
7224,Clifford ( 1994 ),Comedy|Family,"['Comedy', 'Family']",1994-04-01,19000000,7411659,2778,2778,89.0,5.3,17,shenanigan|uncle,"['shenanigan', 'uncle']"
7226,The Wind in the Willows ( 1996 ),Fantasy|Drama|Comedy|Family|Adventure,"['Fantasy', 'Drama', 'Comedy', 'Family', 'Adventure']",1996-10-16,12,1,47168,47168,84.0,4.9,16,,[]
7231,Dawn of the Dead ( 2004 ),Fantasy|Horror|Action,"['Fantasy', 'Horror', 'Action']",2004-03-19,28000000,102356381,924,924,101.0,6.8,1039,refugee|mass murder|habor|car journey|department store|blackout|bus ride|pregnancy and birth|dying and death|bite|to shoot dead|lorry|munition|basement garage|guard|zombie|dog|car|duringcreditsstinger,"['refugee', 'mass murder', 'habor', 'car journey', 'department store', 'blackout', 'bus ride', 'pregnancy and birth', 'dying and death', 'bite', 'to shoot dead', 'lorry', 'munition', 'basement garage', 'guard', 'zombie', 'dog', 'car', 'duringcreditsstinger']"
7232,Eternal Sunshine of the Spotless Mind ( 2004 ),Science Fiction|Drama|Romance,"['Science Fiction', 'Drama', 'Romance']",2004-03-19,20000000,72258126,38,38,108.0,7.9,3758,deja vu|regret|jealousy|amnesia|dream|operation|relationship problems|love|memory|brainwashing|relationship|heartbreak|nonlinear timeline|love story|bittersweet,"['deja vu', 'regret', 'jealousy', 'amnesia', 'dream', 'operation', 'relationship problems', 'love', 'memory', 'brainwashing', 'relationship', 'heartbreak', 'nonlinear timeline', 'love story', 'bittersweet']"
7233,Taking Lives ( 2004 ),Action|Crime|Mystery|Thriller,"['Action', 'Crime', 'Mystery', 'Thriller']",2004-03-19,45000000,65470529,11081,11081,103.0,6.0,356,underdog|strangeness|special capabilities|undercover agent|investigation|special unit|montreal|serial killer|colleague,"['underdog', 'strangeness', 'special capabilities', 'undercover agent', 'investigation', 'special unit', 'montreal', 'serial killer', 'colleague']"
7235,Intermission ( 2003 ),Romance|Action|Comedy|Crime|Mystery|Drama,"['Romance', 'Action', 'Comedy', 'Crime', 'Mystery', 'Drama']",2003-08-29,5000000,4856298,16941,16941,105.0,6.4,51,suspense|thriller|independent film,"['suspense', 'thriller', 'independent film']"
7237,Jersey Girl ( 2004 ),Comedy|Romance,"['Comedy', 'Romance']",2004-03-25,35000000,36098382,9541,9541,102.0,5.8,333,yuppie|daughter|loss of wife,"['yuppie', 'daughter', 'loss of wife']"
7239,Never Die Alone ( 2004 ),Action|Adventure|Crime|Drama|Thriller,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",2004-03-26,3000000,5923000,20304,20304,88.0,5.7,34,,[]
7242,Dogville ( 2003 ),Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']",2003-05-19,10000000,16680836,553,553,178.0,7.6,619,rape|bondage|refugee|mountain|village life|blackmail|american dream|bank robber|mountain village|exploitation|rocky mountains|woman martyr|physical work|wanted poster|forced labour|last judgment|slavery|recession|friendship|police|hoodlum,"['rape', 'bondage', 'refugee', 'mountain', 'village life', 'blackmail', 'american dream', 'bank robber', 'mountain village', 'exploitation', 'rocky mountains', 'woman martyr', 'physical work', 'wanted poster', 'forced labour', 'last judgment', 'slavery', 'recession', 'friendship', 'police', 'hoodlum']"
7244,Hellboy ( 2004 ),Fantasy|Action|Science Fiction,"['Fantasy', 'Action', 'Science Fiction']",2004-04-02,66000000,99318987,1487,1487,122.0,6.5,2278,black magic|fistfight|cover-up|superhero|paranormal phenomena|narration from grave|demon|occult|combat photography|reanimated corpse|duringcreditsstinger,"['black magic', 'fistfight', 'cover-up', 'superhero', 'paranormal phenomena', 'narration from grave', 'demon', 'occult', 'combat photography', 'reanimated corpse', 'duringcreditsstinger']"
7245,Home on the Range ( 2004 ),Animation|Family,"['Animation', 'Family']",2004-04-02,110000000,103951461,13700,13700,76.0,5.7,405,farm|cow|animal,"['farm', 'cow', 'animal']"
7247,Walking Tall ( 2004 ),Adventure|Drama|Action|Thriller,"['Adventure', 'Drama', 'Action', 'Thriller']",2004-04-02,56000000,57223890,11358,11358,86.0,6.0,387,casino|sheriff|home|violence|special forces|ex soldier,"['casino', 'sheriff', 'home', 'violence', 'special forces', 'ex soldier']"
7249,Johnson Family Vacation ( 2004 ),Comedy|Family,"['Comedy', 'Family']",2004-04-07,12000000,31179516,19084,19084,97.0,4.8,31,,[]
7250,The Alamo ( 2004 ),Western|History|War,"['Western', 'History', 'War']",2004-04-07,145000000,25819961,10733,10733,137.0,5.8,108,texas|officer|uprising|alamo|mexican,"['texas', 'officer', 'uprising', 'alamo', 'mexican']"
7251,Ella Enchanted ( 2004 ),Family|Fantasy|Comedy,"['Family', 'Fantasy', 'Comedy']",2004-04-09,31000000,27388767,14442,14442,96.0,5.9,454,elves|based on novel|magic|fairy|prince|fairy tale|spell|fantasy world|giant|ogre|obedience|fairy godmother|elf,"['elves', 'based on novel', 'magic', 'fairy', 'prince', 'fairy tale', 'spell', 'fantasy world', 'giant', 'ogre', 'obedience', 'fairy godmother', 'elf']"
7252,The Whole Ten Yards ( 2004 ),Comedy|Thriller|Crime,"['Comedy', 'Thriller', 'Crime']",2004-04-07,40000000,26155781,2122,2122,98.0,5.5,282,hitman,['hitman']
7257,The Ten Commandments ( 1956 ),Drama|History,"['Drama', 'History']",1956-10-05,13000000,122700000,6844,6844,220.0,7.5,358,egypt|miracle|slavery|israeli|epic|religion|judaism|pharaoh|biblical,"['egypt', 'miracle', 'slavery', 'israeli', 'epic', 'religion', 'judaism', 'pharaoh', 'biblical']"
7258,Dawn of the Dead ( 1978 ),Horror,['Horror'],1978-09-02,650000,55000000,923,923,127.0,7.4,597,helicopter|news broadcast|materialism|machete|bite|chaos|martial law|state of emergency|rock gang|infection|army|biker|truck|gore|zombie|motorcycle gang|violence|store|mall|pittsburgh,"['helicopter', 'news broadcast', 'materialism', 'machete', 'bite', 'chaos', 'martial law', 'state of emergency', 'rock gang', 'infection', 'army', 'biker', 'truck', 'gore', 'zombie', 'motorcycle gang', 'violence', 'store', 'mall', 'pittsburgh']"
7265,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes ( 1965 ),Action|Adventure|Comedy,"['Action', 'Adventure', 'Comedy']",1965-06-03,5600000,29950000,10338,10338,138.0,6.4,40,eiffel tower paris|air race|prize|british stereotype|reproduction|italian stereotype|german stereotype|vintage aircraft|stereotype|multinational|la marseillaise|1910s,"['eiffel tower paris', 'air race', 'prize', 'british stereotype', 'reproduction', 'italian stereotype', 'german stereotype', 'vintage aircraft', 'stereotype', 'multinational', 'la marseillaise', '1910s']"
7290,After Hours ( 1985 ),Comedy|Thriller|Drama,"['Comedy', 'Thriller', 'Drama']",1985-09-13,4500000,10609321,10843,10843,97.0,7.4,251,suicide|new york|date|subway|nightclub|overdose|artist|surreal|night|punk|murder|coincidence|mobster|vortex|one night|soho|district|circumstance,"['suicide', 'new york', 'date', 'subway', 'nightclub', 'overdose', 'artist', 'surreal', 'night', 'punk', 'murder', 'coincidence', 'mobster', 'vortex', 'one night', 'soho', 'district', 'circumstance']"
7294,Connie and Carla ( 2004 ),Music|Comedy|Crime,"['Music', 'Comedy', 'Crime']",2004-04-16,20000000,11341016,15673,15673,98.0,6.4,24,gay|drag queen|mistaken identity,"['gay', 'drag queen', 'mistaken identity']"
7295,Kill Bill: Vol. 2 ( 2004 ),Action|Crime|Thriller,"['Action', 'Crime', 'Thriller']",2004-04-16,30000000,152159461,393,393,136.0,7.7,4061,brother brother relationship|swordplay|katana|mother role|rage and hate|daughter|right and justice|single|aftercreditsstinger|duringcreditsstinger,"['brother brother relationship', 'swordplay', 'katana', 'mother role', 'rage and hate', 'daughter', 'right and justice', 'single', 'aftercreditsstinger', 'duringcreditsstinger']"
7296,The Punisher ( 2004 ),Action|Crime|Drama,"['Action', 'Crime', 'Drama']",2004-04-15,33000000,54700105,7220,7220,124.0,6.1,786,chain|submachine gun|undercover|smuggling|twin brother|marvel comic|one man army|massacre|extreme violence|family reunion|pier,"['chain', 'submachine gun', 'undercover', 'smuggling', 'twin brother', 'marvel comic', 'one man army', 'massacre', 'extreme violence', 'family reunion', 'pier']"
7299,Young Adam ( 2003 ),Drama|Thriller|Crime|Romance,"['Drama', 'Thriller', 'Crime', 'Romance']",2003-09-26,6400000,2500000,237,237,93.0,5.9,46,individual|scotland|adultery|glasgow|river|boat|court case|dying and death|author|pregnancy|extramarital affair,"['individual', 'scotland', 'adultery', 'glasgow', 'river', 'boat', 'court case', 'dying and death', 'author', 'pregnancy', 'extramarital affair']"
7301,13 Going on 30 ( 2004 ),Comedy|Fantasy|Romance,"['Comedy', 'Fantasy', 'Romance']",2004-04-13,37000000,96455697,10096,10096,98.0,6.3,1260,new york|photographer|editor-in-chief|wish|michael jackson|child as an adult|best friends in love,"['new york', 'photographer', 'editor-in-chief', 'wish', 'michael jackson', 'child as an adult', 'best friends in love']"
7302,Man on Fire ( 2004 ),Action|Drama|Thriller|Crime,"['Action', 'Drama', 'Thriller', 'Crime']",2004-04-23,70000000,130293714,9509,9509,146.0,7.3,1583,mexico|cia|kidnapping|diary|bible|bodyguard|stuffed animal|cell phone|alcoholic|grenade launcher|bloodshed|swim meet,"['mexico', 'cia', 'kidnapping', 'diary', 'bible', 'bodyguard', 'stuffed animal', 'cell phone', 'alcoholic', 'grenade launcher', 'bloodshed', 'swim meet']"
7306,Godsend ( 2004 ),Drama|Horror|Science Fiction|Thriller,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",2004-04-30,25000000,30114487,11058,11058,102.0,4.7,114,schizophrenia|clone|loss of son|nightmare|doctor,"['schizophrenia', 'clone', 'loss of son', 'nightmare', 'doctor']"
7307,Laws of Attraction ( 2004 ),Action|Comedy|Romance|Thriller,"['Action', 'Comedy', 'Romance', 'Thriller']",2004-04-04,28000000,30016165,11141,11141,90.0,5.6,104,rock star|court case|rivalry|falling in love|ireland|divorce lawyer,"['rock star', 'court case', 'rivalry', 'falling in love', 'ireland', 'divorce lawyer']"
7308,Mean Girls ( 2004 ),Comedy,['Comedy'],2004-04-30,17000000,129042871,10625,10625,97.0,6.9,2401,female friendship|high school|fish out of water|best friend|teenager|popularity|gossip|teen comedy|high school rivalry|new girl at school,"['female friendship', 'high school', 'fish out of water', 'best friend', 'teenager', 'popularity', 'gossip', 'teen comedy', 'high school rivalry', 'new girl at school']"
7309,Mickey ( 2004 ),Drama|Family,"['Drama', 'Family']",2004-05-02,6000000,293793,54807,54807,90.0,6.5,1,,[]
7311,Van Helsing ( 2004 ),Horror|Adventure|Action,"['Horror', 'Adventure', 'Action']",2004-05-05,160000000,300257475,7131,7131,132.0,6.0,1674,transylvania|vatican|vampire|dracula|bite|frankenstein|werewolf|multiple monsters|van helsing|castles|mr. hyde,"['transylvania', 'vatican', 'vampire', 'dracula', 'bite', 'frankenstein', 'werewolf', 'multiple monsters', 'van helsing', 'castles', 'mr. hyde']"
7312,The Mudge Boy ( 2003 ),Drama,['Drama'],2003-01-17,800000,62852,26899,26899,94.0,7.3,24,chicken|bullying|rape of a male|misfit|homosexuality|independent film|coming of age|gay sex,"['chicken', 'bullying', 'rape of a male', 'misfit', 'homosexuality', 'independent film', 'coming of age', 'gay sex']"
7315,Troy ( 2004 ),Adventure|Drama|War,"['Adventure', 'Drama', 'War']",2004-05-13,175000000,497409852,652,652,163.0,6.9,2841,brother brother relationship|adultery|mythology|beauty|trojan war|bravery|wall|fraud|hostility|epic|sword fight|battlefield|ancient world|pyre|ancient greece|trojan horse|trojan|bronze age|sparta greece|helen of troy|homer's iliad,"['brother brother relationship', 'adultery', 'mythology', 'beauty', 'trojan war', 'bravery', 'wall', 'fraud', 'hostility', 'epic', 'sword fight', 'battlefield', 'ancient world', 'pyre', 'ancient greece', 'trojan horse', 'trojan', 'bronze age', 'sparta greece', 'helen of troy', ""homer's iliad""]"
7322,D-Tox ( 2002 ),Action|Thriller,"['Action', 'Thriller']",2002-01-04,55000000,6416302,10375,10375,96.0,5.4,126,alcoholism|serial killer|hospital|police officer|detox,"['alcoholism', 'serial killer', 'hospital', 'police officer', 'detox']"
7326,Enemy Mine ( 1985 ),Drama|Science Fiction,"['Drama', 'Science Fiction']",1985-12-12,40000000,12303411,11864,11864,108.0,6.7,253,narration|slavery|space battle|future|complicated birth|survivor|friendship|war|stranded|alien|outer space|racism|planet|slave|reptilian|severed ear|man eating monster|pepsi,"['narration', 'slavery', 'space battle', 'future', 'complicated birth', 'survivor', 'friendship', 'war', 'stranded', 'alien', 'outer space', 'racism', 'planet', 'slave', 'reptilian', 'severed ear', 'man eating monster', 'pepsi']"
